Date Added	Folder	Title	Content
2013-06-27 04:12:18 -0700	Quotes	We All Derive From the Same Source	<p>Every day we slaughter our finest impulses. That is why we get a heartache when we read those lines written by the hand of a master and recognize them as our own, as the tender shoots which we stifled because we lacked the faith to believe in our own powers, our own criterion of truth and beauty. Every man, when he gets quiet, when he becomes desperately honest with himself, is capable of uttering profound truths. We all derive from the same source. there is no mystery about the origin of things. We are all part of creation, all kings, all poets, all musicians; we have only to open up, only to discover what is already there. </p>
2013-03-21 18:27:09 -0700	Quotes	This dear fucked-up planet	<p>What are we here for if not to enjoy life eternal, solve what problems we can, give light, peace and joy to our fellow-man, and leave this dear fucked-up planet a little healthier than when we were born? </p>
2010-11-20 12:35:29 -0800	Quotes	The Tautness of this Resonant Connection	<p>No matter what the form, all art seems to produce a similar sensation &#8211; of timelessness, of implicit order, of connectedness. It is as if the work of art had sounded some deep note, and caused sympathetic vibration in a hidden string, a string whose one end is secured in the human heart, and from there ascends towards some unknowable summit, the existence of the termination point affirmed only by the tautness of this resonant connection. </p>
2017-02-17 12:36:00 -0800	Quotes	Capitalists who worship only at the feet of capitalism	<p>Democratic capitalism is a wonderful device precisely because it maximizes the ability of individuals within society to singly and collectively pursue the ends that <em>they</em> find to be important and meaningful; the accomplishments of a capitalistic society are noble and grand to the extent that the ends pursued by its individuals aspire to these lofty goals, and bereft to the extent that the intentions of its citizens are mean and unworthy; nothing makes capitalism appear more hollow than capitalists who worship only at the feet of capitalism: they are like workmen who have fallen in love with their tools, while blind to the glories of the cathedrals these tools have built and can yet build. </p>
2016-09-17 09:01:00 -0700	Quotes	Having Fewer Children and Grandchildren	<p>On the subject of climate change, I think we need to not only think of what sort of planet we will be leaving to our children and grandchildren, but start to think about leaving fewer children and grandchildren for our planet to have to sustain. We cannot stop and reverse climate change if the human population of the planet continues to climb; in fact, it is exceedingly improbably that we can save our planet while maintaining the same number of people we have alive today. </p>
2014-09-04 03:51:11 -0700	Quotes	The Cult of Ignorance	<p>There is a cult of ignorance in the United States, and there always has been. The strain of anti-intellectualism has been a constant thread winding its way through our political and cultural life, nurtured by the false notion that democracy means that &#8216;my ignorance is just as good as your knowledge.&#8217; </p>
2021-02-18 14:54:36 -0800	Quotes	The universe is queerer than we can suppose	<p>Now, my own suspicion is that the universe is not only queerer than we suppose, but queerer than we <em>can</em> suppose. </p>
2021-12-24 09:50:41 -0800	Quotes	A strange magic in human-made things	<p>There can be a strange magic in human-made things. Not in all of them: not in plastic bottles or Q-Tips or batteries; but in those that are interwoven with our pasts, with our homes, with our great loves. These are things that have been mysteriously imbued with humanity — our own or other people’s. </p>
2014-03-23 15:19:09 -0700	Quotes	The Golden Eternity	<p>I have lots of things to teach you now, in case we ever meet, concerning the message that was transmitted to me under a pine tree in North Carolina on a cold winter moonlit night. It said that Nothing Ever Happened, so don&#8217;t worry. It&#8217;s all like a dream. Everything is ecstasy, inside. We just don&#8217;t know it because of our thinking-minds. But in our true blissful essence of mind is known that everything is alright forever and forever and forever. Close your eyes, let your hands and nerve-ends drop, stop breathing for 3 seconds, listen to the silence inside the illusion of the world, and you will remember the lesson you forgot, which was taught in immense milky way soft cloud innumerable worlds long ago and not even at all. It is all one vast awakened thing. I call it the golden eternity. It is perfect. </p>
2020-12-06 09:46:29 -0800	Quotes	Practice kindness all day to everybody	"<p>The world you see is just a movie in your mind.  <br />
Rocks don&#8217;t see it.  <br />
Bless and sit down.  <br />
Forgive and forget.  <br />
Practice kindness all day to everybody  <br />
and you will realize you’re already  <br />
in heaven now.  <br />
That’s the story.  <br />
That’s the message.  <br />
Nobody understands it,  <br />
nobody listens, they’re  <br />
all running around like chickens with heads cut   <br />
off. I will try to teach it but it will   <br />
be in vain, s’why I’ll   <br />
end up in a shack   <br />
praying and being  <br />
cool and singing   <br />
by my woodstove   <br />
making pancakes. </p>"
